NBC10_1,1,101_BzBz_PD32-0p2_dim_NBC10,-1,101_BzBz_PD32-0p2_monA_NBC10,-1,101_BzBz_PD32-0p2_monB_NBC10,0.00516486204591325
NBC10_2,1,102_BzBz_PD32-0p4_dim_NBC10,-1,101_BzBz_PD32-0p2_monA_NBC10,-1,101_BzBz_PD32-0p2_monB_NBC10,0.0041736419926710275
NBC10_3,1,103_BzBz_PD32-0p6_dim_NBC10,-1,101_BzBz_PD32-0p2_monA_NBC10,-1,101_BzBz_PD32-0p2_monB_NBC10,0.002750555967678577
NBC10_4,1,104_BzBz_PD32-0p8_dim_NBC10,-1,101_BzBz_PD32-0p2_monA_NBC10,-1,101_BzBz_PD32-0p2_monB_NBC10,0.0011569545959065162
NBC10_5,1,105_BzBz_PD32-1p0_dim_NBC10,-1,101_BzBz_PD32-0p2_monA_NBC10,-1,101_BzBz_PD32-0p2_monB_NBC10,-0.0003537795045333975
NBC10_6,1,106_BzBz_PD32-1p2_dim_NBC10,-1,101_BzBz_PD32-0p2_monA_NBC10,-1,101_BzBz_PD32-0p2_monB_NBC10,-0.001596788574515605
NBC10_7,1,107_BzBz_PD32-1p4_dim_NBC10,-1,101_BzBz_PD32-0p2_monA_NBC10,-1,101_BzBz_PD32-0p2_monB_NBC10,-0.0024748629303620105
NBC10_8,1,108_BzBz_PD32-1p5_dim_NBC10,-1,101_BzBz_PD32-0p2_monA_NBC10,-1,101_BzBz_PD32-0p2_monB_NBC10,-0.002769679184139842
NBC10_9,1,109_BzBz_PD32-1p6_dim_NBC10,-1,101_BzBz_PD32-0p2_monA_NBC10,-1,101_BzBz_PD32-0p2_monB_NBC10,-0.00297684736247021
NBC10_10,1,110_BzBz_PD32-1p7_dim_NBC10,-1,101_BzBz_PD32-0p2_monA_NBC10,-1,101_BzBz_PD32-0p2_monB_NBC10,-0.0031059290735837466
NBC10_11,1,111_BzBz_PD32-1p8_dim_NBC10,-1,101_BzBz_PD32-0p2_monA_NBC10,-1,101_BzBz_PD32-0p2_monB_NBC10,-0.003168079527082857
NBC10_12,1,112_BzBz_PD32-1p9_dim_NBC10,-1,101_BzBz_PD32-0p2_monA_NBC10,-1,101_BzBz_PD32-0p2_monB_NBC10,-0.003174453932569945
NBC10_13,1,113_BzBz_PD32-2p0_dim_NBC10,-1,101_BzBz_PD32-0p2_monA_NBC10,-1,101_BzBz_PD32-0p2_monB_NBC10,-0.003140988303762732
NBC10_14,1,114_BzBz_PD32-2p2_dim_NBC10,-1,101_BzBz_PD32-0p2_monA_NBC10,-1,101_BzBz_PD32-0p2_monB_NBC10,-0.003013500194020967
