PX13_1,1,19_2NH3-TS_CEPX33,-2,11_NH3_CEPX33,0.08954485719493580000
PX13_2,1,20_3NH3-TS_CEPX33,-3,11_NH3_CEPX33,0.05796991605729150000
PX13_3,1,21_4NH3-TS_CEPX33,-4,11_NH3_CEPX33,0.05103790244203060000
PX13_4,1,31_2H2O-TS_CEPX33,-2,22_H2O_CEPX33,0.06943440011329990000
PX13_5,1,32_3H2O-TS_CEPX33,-3,22_H2O_CEPX33,0.02216720837407600000
PX13_6,1,33_4H2O-TS_CEPX33,-4,22_H2O_CEPX33,-0.00171395941036670000
PX13_7,1,34_5H2O-TS_CEPX33,-5,22_H2O_CEPX33,-0.01001714055392090000
PX13_8,1,35_6H2O-TS_CEPX33,-6,22_H2O_CEPX33,-0.01557798664088850000
PX13_9,1,42_2HF-TS_CEPX33,-2,36_HF_CEPX33,0.06006475533662860000
PX13_10,1,43_3HF-TS_CEPX33,-3,36_HF_CEPX33,0.00860788503873054000
PX13_11,1,44_4HF-TS_CEPX33,-4,36_HF_CEPX33,-0.02102456876716490000
PX13_12,1,45_5HF-TS_CEPX33,-5,36_HF_CEPX33,-0.03732622715909700000
PX13_13,1,46_6HF-TS_CEPX33,-6,36_HF_CEPX33,-0.04776233556888540000
