HAT707_1,1,189_h_W4-11,1,145_ch3f_W4-11,-1,190_hf_W4-11,-1,144_ch3_W4-11,0.04231011642054821
HAT707_2,1,189_h_W4-11,1,174_foof_W4-11,-1,190_hf_W4-11,-1,173_fo2_W4-11,0.1975906340860178
HAT707_3,1,189_h_W4-11,1,174_foof_W4-11,-1,222_oh_W4-11,-1,170_f2o_W4-11,0.07748089869555759
HAT707_4,1,189_h_W4-11,1,173_fo2_W4-11,-1,222_oh_W4-11,-1,221_of_W4-11,0.04073245106249387
HAT707_5,1,189_h_W4-11,1,173_fo2_W4-11,-1,190_hf_W4-11,-1,216_o2_W4-11,0.203566639230163
HAT707_6,1,189_h_W4-11,1,218_oclo_W4-11,-1,222_oh_W4-11,-1,158_clo_W4-11,0.07096306908500988
HAT707_7,1,189_h_W4-11,1,218_oclo_W4-11,-1,183_hcl_W4-11,-1,216_o2_W4-11,0.1596788574515605
HAT707_8,1,189_h_W4-11,1,154_cl2o_W4-11,-1,183_hcl_W4-11,-1,158_clo_W4-11,0.1139265620679846
HAT707_9,1,189_h_W4-11,1,154_cl2o_W4-11,-1,222_oh_W4-11,-1,153_cl2_W4-11,0.10438088985107
HAT707_10,1,189_h_W4-11,1,170_f2o_W4-11,-1,190_hf_W4-11,-1,221_of_W4-11,0.1608581224666718
HAT707_11,1,189_h_W4-11,1,170_f2o_W4-11,-1,222_oh_W4-11,-1,169_f2_W4-11,0.08361626397688
HAT707_12,1,189_h_W4-11,1,195_hocl_W4-11,-1,222_oh_W4-11,-1,183_hcl_W4-11,0.0772577945035095
HAT707_13,1,189_h_W4-11,1,197_hof_W4-11,-1,222_oh_W4-11,-1,190_hf_W4-11,0.1437269077201222
HAT707_14,1,189_h_W4-11,1,158_clo_W4-11,-1,183_hcl_W4-11,-1,219_o_W4-11,0.06701093768301515
HAT707_15,1,189_h_W4-11,1,158_clo_W4-11,-1,222_oh_W4-11,-1,156_cl_W4-11,0.06654879328520126
HAT707_16,1,189_h_W4-11,1,221_of_W4-11,-1,190_hf_W4-11,-1,219_o_W4-11,0.1411293374841337
