H2O20Bind10_1,1,11_isomer1_H2O20Bind10,-1,11_isomer1_mon1_H2O20Bind10,-1,11_isomer1_mon2_H2O20Bind10,-1,11_isomer1_mon3_H2O20Bind10,-1,11_isomer1_mon4_H2O20Bind10,-1,11_isomer1_mon5_H2O20Bind10,-1,11_isomer1_mon6_H2O20Bind10,-1,11_isomer1_mon7_H2O20Bind10,-1,11_isomer1_mon8_H2O20Bind10,-1,11_isomer1_mon9_H2O20Bind10,-1,11_isomer1_mon10_H2O20Bind10,-1,11_isomer1_mon11_H2O20Bind10,-1,11_isomer1_mon12_H2O20Bind10,-1,11_isomer1_mon13_H2O20Bind10,-1,11_isomer1_mon14_H2O20Bind10,-1,11_isomer1_mon15_H2O20Bind10,-1,11_isomer1_mon16_H2O20Bind10,-1,11_isomer1_mon17_H2O20Bind10,-1,11_isomer1_mon18_H2O20Bind10,-1,11_isomer1_mon19_H2O20Bind10,-1,11_isomer1_mon20_H2O20Bind10,-0.31958081909516900000
H2O20Bind10_2,1,12_isomer2_H2O20Bind10,-1,12_isomer2_mon1_H2O20Bind10,-1,12_isomer2_mon2_H2O20Bind10,-1,12_isomer2_mon3_H2O20Bind10,-1,12_isomer2_mon4_H2O20Bind10,-1,12_isomer2_mon5_H2O20Bind10,-1,12_isomer2_mon6_H2O20Bind10,-1,12_isomer2_mon7_H2O20Bind10,-1,12_isomer2_mon8_H2O20Bind10,-1,12_isomer2_mon9_H2O20Bind10,-1,12_isomer2_mon10_H2O20Bind10,-1,12_isomer2_mon11_H2O20Bind10,-1,12_isomer2_mon12_H2O20Bind10,-1,12_isomer2_mon13_H2O20Bind10,-1,12_isomer2_mon14_H2O20Bind10,-1,12_isomer2_mon15_H2O20Bind10,-1,12_isomer2_mon16_H2O20Bind10,-1,12_isomer2_mon17_H2O20Bind10,-1,12_isomer2_mon18_H2O20Bind10,-1,12_isomer2_mon19_H2O20Bind10,-1,12_isomer2_mon20_H2O20Bind10,-0.31744539325699500000
H2O20Bind10_3,1,13_isomer3_H2O20Bind10,-1,13_isomer3_mon1_H2O20Bind10,-1,13_isomer3_mon2_H2O20Bind10,-1,13_isomer3_mon3_H2O20Bind10,-1,13_isomer3_mon4_H2O20Bind10,-1,13_isomer3_mon5_H2O20Bind10,-1,13_isomer3_mon6_H2O20Bind10,-1,13_isomer3_mon7_H2O20Bind10,-1,13_isomer3_mon8_H2O20Bind10,-1,13_isomer3_mon9_H2O20Bind10,-1,13_isomer3_mon10_H2O20Bind10,-1,13_isomer3_mon11_H2O20Bind10,-1,13_isomer3_mon12_H2O20Bind10,-1,13_isomer3_mon13_H2O20Bind10,-1,13_isomer3_mon14_H2O20Bind10,-1,13_isomer3_mon15_H2O20Bind10,-1,13_isomer3_mon16_H2O20Bind10,-1,13_isomer3_mon17_H2O20Bind10,-1,13_isomer3_mon18_H2O20Bind10,-1,13_isomer3_mon19_H2O20Bind10,-1,13_isomer3_mon20_H2O20Bind10,-0.31701512088661600000
H2O20Bind10_4,1,14_isomer4_H2O20Bind10,-1,14_isomer4_mon1_H2O20Bind10,-1,14_isomer4_mon2_H2O20Bind10,-1,14_isomer4_mon3_H2O20Bind10,-1,14_isomer4_mon4_H2O20Bind10,-1,14_isomer4_mon5_H2O20Bind10,-1,14_isomer4_mon6_H2O20Bind10,-1,14_isomer4_mon7_H2O20Bind10,-1,14_isomer4_mon8_H2O20Bind10,-1,14_isomer4_mon9_H2O20Bind10,-1,14_isomer4_mon10_H2O20Bind10,-1,14_isomer4_mon11_H2O20Bind10,-1,14_isomer4_mon12_H2O20Bind10,-1,14_isomer4_mon13_H2O20Bind10,-1,14_isomer4_mon14_H2O20Bind10,-1,14_isomer4_mon15_H2O20Bind10,-1,14_isomer4_mon16_H2O20Bind10,-1,14_isomer4_mon17_H2O20Bind10,-1,14_isomer4_mon18_H2O20Bind10,-1,14_isomer4_mon19_H2O20Bind10,-1,14_isomer4_mon20_H2O20Bind10,-0.31535777545997300000
H2O20Bind10_5,1,15_isomer5_H2O20Bind10,-1,15_isomer5_mon1_H2O20Bind10,-1,15_isomer5_mon2_H2O20Bind10,-1,15_isomer5_mon3_H2O20Bind10,-1,15_isomer5_mon4_H2O20Bind10,-1,15_isomer5_mon5_H2O20Bind10,-1,15_isomer5_mon6_H2O20Bind10,-1,15_isomer5_mon7_H2O20Bind10,-1,15_isomer5_mon8_H2O20Bind10,-1,15_isomer5_mon9_H2O20Bind10,-1,15_isomer5_mon10_H2O20Bind10,-1,15_isomer5_mon11_H2O20Bind10,-1,15_isomer5_mon12_H2O20Bind10,-1,15_isomer5_mon13_H2O20Bind10,-1,15_isomer5_mon14_H2O20Bind10,-1,15_isomer5_mon15_H2O20Bind10,-1,15_isomer5_mon16_H2O20Bind10,-1,15_isomer5_mon17_H2O20Bind10,-1,15_isomer5_mon18_H2O20Bind10,-1,15_isomer5_mon19_H2O20Bind10,-1,15_isomer5_mon20_H2O20Bind10,-0.31577211181663400000
H2O20Bind10_6,1,16_isomer6_H2O20Bind10,-1,16_isomer6_mon1_H2O20Bind10,-1,16_isomer6_mon2_H2O20Bind10,-1,16_isomer6_mon3_H2O20Bind10,-1,16_isomer6_mon4_H2O20Bind10,-1,16_isomer6_mon5_H2O20Bind10,-1,16_isomer6_mon6_H2O20Bind10,-1,16_isomer6_mon7_H2O20Bind10,-1,16_isomer6_mon8_H2O20Bind10,-1,16_isomer6_mon9_H2O20Bind10,-1,16_isomer6_mon10_H2O20Bind10,-1,16_isomer6_mon11_H2O20Bind10,-1,16_isomer6_mon12_H2O20Bind10,-1,16_isomer6_mon13_H2O20Bind10,-1,16_isomer6_mon14_H2O20Bind10,-1,16_isomer6_mon15_H2O20Bind10,-1,16_isomer6_mon16_H2O20Bind10,-1,16_isomer6_mon17_H2O20Bind10,-1,16_isomer6_mon18_H2O20Bind10,-1,16_isomer6_mon19_H2O20Bind10,-1,16_isomer6_mon20_H2O20Bind10,-0.31580398384406900000
H2O20Bind10_7,1,17_isomer7_H2O20Bind10,-1,17_isomer7_mon1_H2O20Bind10,-1,17_isomer7_mon2_H2O20Bind10,-1,17_isomer7_mon3_H2O20Bind10,-1,17_isomer7_mon4_H2O20Bind10,-1,17_isomer7_mon5_H2O20Bind10,-1,17_isomer7_mon6_H2O20Bind10,-1,17_isomer7_mon7_H2O20Bind10,-1,17_isomer7_mon8_H2O20Bind10,-1,17_isomer7_mon9_H2O20Bind10,-1,17_isomer7_mon10_H2O20Bind10,-1,17_isomer7_mon11_H2O20Bind10,-1,17_isomer7_mon12_H2O20Bind10,-1,17_isomer7_mon13_H2O20Bind10,-1,17_isomer7_mon14_H2O20Bind10,-1,17_isomer7_mon15_H2O20Bind10,-1,17_isomer7_mon16_H2O20Bind10,-1,17_isomer7_mon17_H2O20Bind10,-1,17_isomer7_mon18_H2O20Bind10,-1,17_isomer7_mon19_H2O20Bind10,-1,17_isomer7_mon20_H2O20Bind10,-0.31500718315818300000
H2O20Bind10_8,1,18_isomer8_H2O20Bind10,-1,18_isomer8_mon1_H2O20Bind10,-1,18_isomer8_mon2_H2O20Bind10,-1,18_isomer8_mon3_H2O20Bind10,-1,18_isomer8_mon4_H2O20Bind10,-1,18_isomer8_mon5_H2O20Bind10,-1,18_isomer8_mon6_H2O20Bind10,-1,18_isomer8_mon7_H2O20Bind10,-1,18_isomer8_mon8_H2O20Bind10,-1,18_isomer8_mon9_H2O20Bind10,-1,18_isomer8_mon10_H2O20Bind10,-1,18_isomer8_mon11_H2O20Bind10,-1,18_isomer8_mon12_H2O20Bind10,-1,18_isomer8_mon13_H2O20Bind10,-1,18_isomer8_mon14_H2O20Bind10,-1,18_isomer8_mon15_H2O20Bind10,-1,18_isomer8_mon16_H2O20Bind10,-1,18_isomer8_mon17_H2O20Bind10,-1,18_isomer8_mon18_H2O20Bind10,-1,18_isomer8_mon19_H2O20Bind10,-1,18_isomer8_mon20_H2O20Bind10,-0.31464065484267600000
H2O20Bind10_9,1,19_isomer9_H2O20Bind10,-1,19_isomer9_mon1_H2O20Bind10,-1,19_isomer9_mon2_H2O20Bind10,-1,19_isomer9_mon3_H2O20Bind10,-1,19_isomer9_mon4_H2O20Bind10,-1,19_isomer9_mon5_H2O20Bind10,-1,19_isomer9_mon6_H2O20Bind10,-1,19_isomer9_mon7_H2O20Bind10,-1,19_isomer9_mon8_H2O20Bind10,-1,19_isomer9_mon9_H2O20Bind10,-1,19_isomer9_mon10_H2O20Bind10,-1,19_isomer9_mon11_H2O20Bind10,-1,19_isomer9_mon12_H2O20Bind10,-1,19_isomer9_mon13_H2O20Bind10,-1,19_isomer9_mon14_H2O20Bind10,-1,19_isomer9_mon15_H2O20Bind10,-1,19_isomer9_mon16_H2O20Bind10,-1,19_isomer9_mon17_H2O20Bind10,-1,19_isomer9_mon18_H2O20Bind10,-1,19_isomer9_mon19_H2O20Bind10,-1,19_isomer9_mon20_H2O20Bind10,-0.31398727828024900000
H2O20Bind10_10,1,20_isomer10_H2O20Bind10,-1,20_isomer10_mon1_H2O20Bind10,-1,20_isomer10_mon2_H2O20Bind10,-1,20_isomer10_mon3_H2O20Bind10,-1,20_isomer10_mon4_H2O20Bind10,-1,20_isomer10_mon5_H2O20Bind10,-1,20_isomer10_mon6_H2O20Bind10,-1,20_isomer10_mon7_H2O20Bind10,-1,20_isomer10_mon8_H2O20Bind10,-1,20_isomer10_mon9_H2O20Bind10,-1,20_isomer10_mon10_H2O20Bind10,-1,20_isomer10_mon11_H2O20Bind10,-1,20_isomer10_mon12_H2O20Bind10,-1,20_isomer10_mon13_H2O20Bind10,-1,20_isomer10_mon14_H2O20Bind10,-1,20_isomer10_mon15_H2O20Bind10,-1,20_isomer10_mon16_H2O20Bind10,-1,20_isomer10_mon17_H2O20Bind10,-1,20_isomer10_mon18_H2O20Bind10,-1,20_isomer10_mon19_H2O20Bind10,-1,20_isomer10_mon20_H2O20Bind10,-0.31328609367666900000
