EA13_1,1,12_C_EA13,-1,11_C-_EA13,0.04651722404202646
EA13_2,1,14_Cl2_EA13,-1,13_Cl2-_EA13,0.08860423627052659
EA13_3,1,16_Cl_EA13,-1,15_Cl-_EA13,0.1342449795580784
EA13_4,1,18_O2_EA13,-1,17_O2-_EA13,0.01721089481513826
EA13_5,1,20_O_EA13,-1,19_O-_EA13,0.0538159183247425
EA13_6,1,22_OH_EA13,-1,21_OH-_EA13,0.06740933802595817
EA13_7,1,24_P_EA13,-1,23_P-_EA13,0.026963735210383272
EA13_8,1,26_PH2_EA13,-1,25_PH2-_EA13,0.046851880330098586
EA13_9,1,28_PH_EA13,-1,27_PH-_EA13,0.03697155182511181
EA13_10,1,30_S2_EA13,-1,29_S2-_EA13,0.061353652813224344
EA13_11,1,32_S_EA13,-1,31_S-_EA13,0.07634944172159944
EA13_12,1,34_SH_EA13,-1,33_SH-_EA13,0.08579949785620776
EA13_13,1,36_Si_EA13,-1,35_Si-_EA13,0.05152113234939073
